NCESSchool,SchoolName,StreetAddr,City,State,ZipCode,Zip_4,Enrollment,Telephone,Locale,LocaleDesc,MSA_Cat,SchoolType,TypeDesc,SchoolLeve,LevelDesc,LowestGrad,HighestGra
560522000292,LINCOLN ELEMENTARY,121 NORTH 5TH STREET WEST,RIVERTON,WY,82501,3453,272.0,3078562625,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560530200065,SUPERIOR ACADEMY,GOBEL STREET,ROCK SPRINGS,WY,82902,,30.0,3073523490,6,Town,Non-MSA,4,Voc/Tech/Other,2,Middle,07,09
560530200293,FARSON-EDEN HIGH SCHOOL,P.O. BOX A,FARSON,WY,82932,,40.0,3072739301,7,Rural,Non-MSA,1,Regular,3,High,09,12
560530200294,ROCK SPRINGS HIGH SCHOOL,P.O. BOX 1089,ROCK SPRINGS,WY,82902,6505,895.0,3073523440,6,Town,Non-MSA,1,Regular,3,High,10,12
560530200295,ROCK SPRINGS EAST JUNIOR HIGH,P.O. BOX 1089,ROCK SPRINGS,WY,82902,,527.0,3073523474,6,Town,Non-MSA,1,Regular,2,Middle,07,09
560530200296,WHITE MOUNTAIN JUNIOR HIGH,P.O. BOX 1089,ROCK SPRINGS,WY,82902,1089,505.0,3073523464,6,Town,Non-MSA,1,Regular,2,Middle,07,09
560530200297,DESERT ELEMENTARY,P.O. BOX 10,WAMSUTTER,WY,82336,10,42.0,3073247811,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560530200298,DESERT VIEW ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,1089,231.0,3073523200,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200299,LINCOLN ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,6415,212.0,3073523210,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200300,LOWELL ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,5442,100.0,3073523215,N,Unknown,Non-MSA,1,Regular,4,Other,N,N
560530200301,OVERLAND ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,,277.0,3073523260,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200302,RELIANCE ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82901,1089,77.0,3073523220,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560530200303,ROOSEVELT ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,1089,100.0,3073523232,N,Unknown,Non-MSA,1,Regular,4,Other,N,N
560530200304,SUPERIOR ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,,27.0,3073523280,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200305,WALNUT ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,7141,158.0,3073523225,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200306,WASHINGTON ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,5207,160.0,3073523242,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200307,YELLOWSTONE ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,,299.0,3073523270,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200359,ROCK SPRINGS ALTERNATIVE HIGH,P.O. BOX 1089,ROCK SPRINGS,WY,82902,1089,94.0,3073523290,6,Town,Non-MSA,4,Voc/Tech/Other,3,High,09,12
560530200421,NORTHPARK ELEMENTARY,P.O. BOX 1089,ROCK SPRINGS,WY,82902,,316.0,3073523235,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200422,WESTRIDGE ELEMENTARY,3501 DEWAR DRIVE,ROCK SPRINGS,WY,82901,,400.0,3073523250,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560530200489,FARSON-EDEN ELEMENTARY,P.O. BOX A,FARSON,WY,82932,,47.0,3072739301,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560530200523,DESERT MIDDLE SCHOOL,P.O. BOX 10,WAMSUTTER,WY,82336,10,25.0,3073247811,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560530200524,FARSON-EDEN MIDDLE SCHOOL,P.O. BOX A,FARSON,WY,82932,,39.0,3072739301,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560568000308,ARVADA-CLEARMONT HIGH SCHOOL,P.O. BOX 125,CLEARMONT,WY,82835,125,45.0,3077584412,7,Rural,Non-MSA,1,Regular,3,High,09,12
560568000309,ARVADA ELEMENTARY,P.O. BOX 125,CLEARMONT,WY,82835,125,14.0,3077362219,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560568000310,CLEARMONT ELEMENTARY,P.O. BOX 125,CLEARMONT,WY,82835,125,37.0,3077584412,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560568000522,ARVADA-CLEARMONT JUNIOR HIGH,P.O. BOX 125,CLEARMONT,WY,82835,125,17.0,3077584412,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560569000311,BIG HORN HIGH SCHOOL,P.O. BOX 490,BIG HORN,WY,82833,490,149.0,3076748190,7,Rural,Non-MSA,1,Regular,3,High,09,12
560569000312,TONGUE RIVER HIGH SCHOOL,P.O. BOX 408,DAYTON,WY,82836,408,165.0,3076552236,7,Rural,Non-MSA,1,Regular,3,High,09,12
560569000314,TONGUE RIVER ELEMENTARY,P.O. BOX 849,RANCHESTER,WY,82839,849,171.0,3076552206,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560569000395,BIG HORN ELEMENTARY,P.O. BOX 490,BIG HORN,WY,82833,490,153.0,3076723497,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560569000446,BIG HORN MIDDLE SCHOOL,P.O. BOX 490,BIG HORN,WY,82833,490,105.0,3076748190,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560569000447,TONGUE RIVER MIDDLE SCHOOL,P.O. BOX 879,RANCHESTER,WY,82839,879,138.0,3076559533,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560569000472,SLACK ELEMENTARY,P.O. BOX 849,RANCHESTER,WY,82839,849,4.0,3076552206,7,Rural,Non-MSA,1,Regular,1,Primary,KG,04
560569500140,THE WRIGHT PLACE,BOX 919,SHERIDAN,WY,82801,,22.0,3076731386,7,Rural,Non-MSA,4,Voc/Tech/Other,2,Middle,06,08
560569500189,FORT MACKENZIE,BOX 919,SHERIDAN,WY,82801,,54.0,3076738730,7,Rural,Non-MSA,4,Voc/Tech/Other,3,High,09,12
560569500315,BECKTON ELEMENTARY,4 BECKTON DR.,SHERIDAN,WY,82801,9802,7.0,3076747747,7,Rural,Non-MSA,1,Regular,1,Primary,KG,03
560569500316,COFFEEN ELEMENTARY,1053 SOUTH SHERIDAN AVENUE,SHERIDAN,WY,82801,5248,229.0,3076749333,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560569500317,HIGHLAND PARK ELEMENTARY,1301 AVON,SHERIDAN,WY,82801,2719,363.0,3076722113,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560569500320,STORY ELEMENTARY,P.O. BOX 129,STORY,WY,82842,129,25.0,3076832316,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560569500322,WOODLAND PARK ELEMENTARY,5135 COFFEEN AVENUE,SHERIDAN,WY,82801,9123,188.0,3076747937,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560569500360,SHERIDAN HIGH SCHOOL,1056 LONG DRIVE,SHERIDAN,WY,82801,6701,803.0,3076722495,6,Town,Non-MSA,1,Regular,3,High,10,12
560569500361,CENTRAL MIDDLE SCHOOL,25 SOUTH CUSTER,SHERIDAN,WY,82801,4310,483.0,3076746545,6,Town,Non-MSA,1,Regular,2,Middle,06,07
560569500397,MEADOWLARK ELEMENTARY,1410 DESMET AVENUE,SHERIDAN,WY,82801,5517,241.0,3076723786,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560569500474,SAGEBRUSH ELEMENTARY,1685 HILLPOND DRIVE,SHERIDAN,WY,82801,2113,356.0,3076729059,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560569500490,SHERIDAN JUNIOR HIGH SCHOOL,620 ADAIR,SHERIDAN,WY,82801,3507,479.0,3076729745,6,Town,Non-MSA,1,Regular,4,Other,08,09
560570000323,SHOSHONI HIGH SCHOOL,P.O. BOX 327,SHOSHONI,WY,82649,327,127.0,3078762576,7,Rural,Non-MSA,1,Regular,3,High,09,12
560570000362,SHOSHONI ELEMENTARY,P.O. BOX 327,SHOSHONI,WY,82649,327,154.0,3078762563,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560570000510,SHOSHONI JUNIOR HIGH SCHOOL,P.O. BOX 327,SHOSHONI,WY,82649,327,47.0,3078762576,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560576200164,EXPEDITION ACADEMY,280 MONROE AVE,GREEN RIVER,WY,82935,,43.0,3078724800,6,Town,Non-MSA,4,Voc/Tech/Other,3,High,09,12
560576200324,GREEN RIVER HIGH SCHOOL,1615 HITCHING POST,GREEN RIVER,WY,82935,5131,979.0,3078724747,6,Town,Non-MSA,1,Regular,3,High,09,12
560576200325,MONROE MIDDLE SCHOOL,250 MONROE,GREEN RIVER,WY,82935,5129,297.0,3078724000,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560576200326,GRANGER ELEMENTARY,P.O. BOX 25,GRANGER,WY,82934,25,18.0,3078754840,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560576200327,HARRISON ELEMENTARY,1825 ALABAMA DRIVE,GREEN RIVER,WY,82935,5805,302.0,3078721700,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560576200329,MCKINNON ELEMENTARY,P.O. BOX 1001,MCKINNON,WY,82938,1001,12.0,3078746199,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560576200332,WASHINGTON ELEMENTARY,750 WEST 5TH NORTH,GREEN RIVER,WY,82935,4043,250.0,3078722000,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560576200399,LINCOLN MIDDLE SCHOOL,350 MONROE AVE,GREEN RIVER,WY,82935,4147,333.0,3078725670,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560576200424,JACKSON ELEMENTARY,2200 EAST TETON BLVD.,GREEN RIVER,WY,82935,6038,252.0,3078721800,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560576200425,TRUMAN ELEMENTARY,1055 WEST TETON BLVD.,GREEN RIVER,WY,82935,5681,286.0,3078721900,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560576200528,THOMAN RANCH ELEMENTARY,"FONTENELLE RT, HWY 372",KEMMERER,WY,83010,,2.0,3078773426,6,Town,Non-MSA,1,Regular,1,Primary,KG,08
560582000400,TEN SLEEP HIGH SCHOOL,P.O. BOX 105,TEN SLEEP,WY,82442,105,45.0,3073662233,7,Rural,Non-MSA,1,Regular,3,High,09,12
560582000491,TEN SLEEP ELEMENTARY,P.O. BOX 105,TEN SLEEP,WY,82442,105,47.0,3073662233,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560582000511,TEN SLEEP MIDDLE SCHOOL,P.O. BOX 105,TEN SLEEP,WY,82442,105,19.0,3073662233,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560583000013,KINDER CAMPUS,P.O. BOX 568,JACKSON,WY,83001,568,107.0,3077333232,6,Town,Non-MSA,1,Regular,1,Primary,KG,KG
560583000335,JACKSON HOLE HIGH SCHOOL,P.O. BOX 568,JACKSON,WY,83001,568,655.0,3077323706,7,Rural,Non-MSA,1,Regular,3,High,09,12
560583000336,JACKSON HOLE MIDDLE SCHOOL,P.O. BOX 568,JACKSON,WY,83001,568,542.0,3077334234,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560583000337,ALTA ELEMENTARY,"ROUTE 1, PO  BOX 3480",DRIGGS,WY,83422,9603,50.0,3073532472,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560583000338,RENDEZVOUS CAMPUS,P.O. BOX 568,JACKSON,WY,83001,568,538.0,3077335302,6,Town,Non-MSA,1,Regular,1,Primary,01,05
560583000339,KELLY ELEMENTARY,P.O. BOX 128,KELLY,WY,83011,128,46.0,3077332955,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560583000340,MORAN ELEMENTARY,P.O. BOX 568,JACKSON,WY,83001,568,23.0,3075432438,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560583000341,WILSON ELEMENTARY,P.O. BOX 729,WILSON,WY,83014,729,202.0,3077333077,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560583000512,WESTERN WYOMING HIGH SCHOOL,P.O. BOX 568,JACKSON,WY,83001,568,46.0,3077339116,6,Town,Non-MSA,4,Voc/Tech/Other,3,High,09,12
560609000342,UPTON MIDDLE SCHOOL,P.O. BOX 470,UPTON,WY,82730,470,69.0,3074689331,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560609000363,UPTON ELEMENTARY,P.O. BOX 470,UPTON,WY,82730,470,91.0,3074689331,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560609000401,UPTON HIGH SCHOOL,P.O. BOX 470,UPTON,WY,82730,470,105.0,3074682361,7,Rural,Non-MSA,1,Regular,3,High,09,12
560624000343,WORLAND HIGH SCHOOL,801 SOUTH 17TH STREET,WORLAND,WY,82401,,483.0,3073472412,6,Town,Non-MSA,1,Regular,3,High,09,12
560624000344,WORLAND MIDDLE SCHOOL,1200 CULBERTSON,WORLAND,WY,82401,3520,342.0,3073473233,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560624000345,EAST SIDE ELEMENTARY,203 NORTH 15TH STREET,WORLAND,WY,82401,2840,190.0,3073474662,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560624000346,SOUTH SIDE ELEMENTARY,1229 HOWELL AVENUE,WORLAND,WY,82401,4029,209.0,3073473306,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560624000347,WEST SIDE ELEMENTARY,810 SOUTH 6TH,WORLAND,WY,82401,3915,182.0,3073474298,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
568010000045,BIG HORN BASIN CHILDREN'S CENT,PO BOX 112,THERMOPOLIS,WY,82443,112,100.0,3078642171,6,Town,Non-MSA,2,Special Ed,4,Other,PK,12
568018000031,POWDER RIVER BASIN CHILDREN'S,410 N MILLER AVE,GILLETTE,WY,82716,2929,100.0,3076820231,6,Town,Non-MSA,4,Voc/Tech/Other,4,Other,PK,12
568025000048,C-BAR-V RANCH,PO BOX 240,WILSON,WY,83014,240,100.0,3077338212,7,Rural,Non-MSA,4,Voc/Tech/Other,3,High,08,12
568025000201,SUNRISE SCHOOL,465 LINCOLN STREET,LANDER,WY,82520,,100.0,3073323774,6,Town,Non-MSA,4,Voc/Tech/Other,4,Other,00,00
590000200003,ST. STEPHENS INDIAN SCHOOL,PO BOX 345,ST STEPHENS,WY,82524,345,203.0,3078564147,7,Rural,Non-MSA,1,Regular,4,Other,KG,12
